id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary,location_normalized,region,salary_anomaly,salary_zero_retired,quality_score,quality_grade
worker_0151,35,other,upper_secondary,divorced,an ninh|bảo vệ|tuần tra|salary_range,14,Bắc Ninh,Bảo vệ,location,retired,11174629,Bắc Ninh,north,False,False,100,A
worker_0152,54,female,university,single,barista|pha chế|đồ uống|salary_range,27,Hải Dương,Pha chế,other|location|health,self-employed,5523942,Hải Dương,north,False,False,100,A
worker_0153,51,male,upper_secondary,divorced,chào hỏi|order|phục vụ|salary_range,24,Huế,Nhân viên phục vụ,health|other|techGap,retired,8455650,Huế,central,False,False,100,A
worker_0154,59,male,primary,married,an ninh|bảo vệ|tuần tra|salary_range,30,Vinhy,Bảo vệ,,unemployed,0,Vinh,north,False,False,100,A
worker_0155,35,male,college,divorced,hành chính|kế toán|văn phòng|salary_range,8,Đà Lạt,Kế toán / Hành chính,family,self-employed,6869654,Đà Lạt,central_highlands,False,False,100,A
worker_0156,46,other,college,married,barista|pha chế|đồ uống|salary_range,17,Hải Phòng,Pha chế,,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0157,57,female,primary,divorced,chào hỏi|order|phục vụ|salary_range,28,Thái Nguyên,Nhân viên phục vụ,other|techGap|health,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0158,37,male,university,single,công trình|xây dựng|xây tô|salary_range,9,Nha Trang,Lao động xây dựng,other|family|techGap,unemployed,0,Nha Trang,central,False,False,100,A
worker_0159,59,male,college,married,barista|pha chế|đồ uống|salary_range,30,Hà Nội,Pha chế,location|techGap,retired,11118312,Hà Nội,north,False,False,100,A
worker_0160,48,other,university,married,công trình|xây dựng|xây tô|salary_range,18,Vĩnh Phúc,Lao động xây dựng,health|family,self-employed,10066289,Vĩnh Phúc,north,False,False,100,A
worker_0161,44,other,upper_secondary,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,21,Thanh Hóa,Nhân viên kho vận,other|family,self-employed,5209284,Thanh Hóa,north,False,False,100,A
worker_0162,53,female,primary,divorced,an ninh|bảo vệ|tuần tra|salary_range,23,Vĩnh Phúc,Bảo vệ,,retired,14893985,Vĩnh Phúc,north,False,False,100,A
worker_0163,44,male,primary,divorced,hành chính|kế toán|văn phòng|salary_range,19,Vinhy,Kế toán / Hành chính,health,employed,4578701,Vinh,north,False,False,100,A
worker_0164,43,other,upper_secondary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,13,Cần Thơ,Công nhân sản xuất,health,retired,7357803,Cần Thơ,mekong,False,False,100,A
worker_0165,54,male,college,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,26,Cần Thơ,Nhân viên bán hàng,health|techGap,employed,7686847,Cần Thơ,mekong,False,False,100,A
worker_0166,54,male,primary,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,30,Hải Dương,Giúp việc / Dịch vụ,,unemployed,0,Hải Dương,north,False,False,100,A
worker_0167,37,female,primary,single,bằng lái|lái xe|vận chuyển|salary_range,8,Buôn Ma Thuột,Lái xe,location|health,retired,13672733,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0168,55,other,upper_secondary,divorced,an ninh|bảo vệ|tuần tra|salary_range,26,Hà Nội,Bảo vệ,location|other,unemployed,0,Hà Nội,north,False,False,100,A
worker_0169,53,female,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Vĩnh Phúc,Giúp việc / Dịch vụ,other|techGap|location,unemployed,0,Vĩnh Phúc,north,False,False,100,A
worker_0170,55,other,primary,married,chào hỏi|order|phục vụ|salary_range,30,Hải Phòng,Nhân viên phục vụ,location|family|other,retired,14880887,Hải Phòng,north,False,False,100,A
worker_0171,49,other,college,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,26,Cần Thơ,Nông dân / Nông nghiệp,location|other,self-employed,10602252,Cần Thơ,mekong,False,False,100,A
worker_0172,64,female,university,divorced,barista|pha chế|đồ uống|salary_range,30,Nam Định,Pha chế,,unemployed,0,Nam Định,north,False,False,100,A
worker_0173,63,female,college,divorced,sửa chữa|tay nghề|thợ|salary_range,30,TP. Hồ Chí Minh,Thợ lành nghề,,retired,10689623,Hồ Chí Minh,south_east,False,False,100,A
worker_0174,36,other,upper_secondary,single,chào hỏi|order|phục vụ|salary_range,11,Cần Thơ,Nhân viên phục vụ,,self-employed,7331932,Cần Thơ,mekong,False,False,100,A
worker_0175,49,female,primary,single,dọn dẹp|giặt là|nấu ăn|salary_range,20,Hà Nội,Giúp việc / Dịch vụ,health|other|family,unemployed,0,Hà Nội,north,False,False,100,A
worker_0176,65,male,primary,divorced,bằng lái|lái xe|vận chuyển|salary_range,30,Nha Trang,Lái xe,other|techGap|family,retired,12357538,Nha Trang,central,False,False,100,A
worker_0177,65,male,college,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Vĩnh Phúc,Giúp việc / Dịch vụ,location,retired,14453803,Vĩnh Phúc,north,False,False,100,A
worker_0178,48,other,college,single,dọn dẹp|giặt là|nấu ăn|salary_range,24,Nam Định,Giúp việc / Dịch vụ,location|family|techGap,retired,8433373,Nam Định,north,False,False,100,A
worker_0179,39,male,primary,single,chào hỏi|order|phục vụ|salary_range,15,Buôn Ma Thuột,Nhân viên phục vụ,family|location,unemployed,0,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0180,42,other,college,divorced,công trình|xây dựng|xây tô|salary_range,22,Buôn Ma Thuột,Lao động xây dựng,,employed,12403581,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0181,47,female,primary,single,dọn dẹp|giặt là|nấu ăn|salary_range,19,Hà Nội,Giúp việc / Dịch vụ,,self-employed,13555754,Hà Nội,north,False,False,100,A
worker_0182,54,male,upper_secondary,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,30,Nam Định,Công nhân sản xuất,family|other,employed,4664434,Nam Định,north,False,False,100,A
worker_0183,47,male,college,single,chào hỏi|order|phục vụ|salary_range,19,Qui Nhơn,Nhân viên phục vụ,other|family,employed,5518881,Quy Nhơn,central,False,False,100,A
worker_0184,53,male,primary,married,lắp ráp|sản xuất|vận hành máy|salary_range,30,Hà Nội,Công nhân sản xuất,location,unemployed,0,Hà Nội,north,False,False,100,A
worker_0185,64,other,university,single,an ninh|bảo vệ|tuần tra|salary_range,30,Buôn Ma Thuột,Bảo vệ,,unemployed,0,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0186,42,female,upper_secondary,married,chào hỏi|order|phục vụ|salary_range,13,Đà Lạt,Nhân viên phục vụ,family|health,employed,14315779,Đà Lạt,central_highlands,False,False,100,A
worker_0187,52,other,college,married,công trình|xây dựng|xây tô|salary_range,30,Hải Phòng,Lao động xây dựng,location,self-employed,10958708,Hải Phòng,north,False,False,100,A
worker_0188,46,female,college,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,21,Nam Định,Nông dân / Nông nghiệp,health|other|family,self-employed,13033474,Nam Định,north,False,False,100,A
worker_0189,58,other,college,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,30,Buôn Ma Thuột,Giúp việc / Dịch vụ,health,retired,14785197,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0190,47,male,university,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,20,Bắc Ninh,Nông dân / Nông nghiệp,techGap,employed,12501535,Bắc Ninh,north,False,False,100,A
worker_0191,53,male,university,single,chào hỏi|order|phục vụ|salary_range,27,Cần Thơ,Nhân viên phục vụ,health,employed,12077401,Cần Thơ,mekong,False,False,100,A
worker_0192,37,male,upper_secondary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,9,Thanh Hóa,Nông dân / Nông nghiệp,family,self-employed,12369339,Thanh Hóa,north,False,False,100,A
worker_0193,35,male,upper_secondary,widowed,hành chính|kế toán|văn phòng|salary_range,7,Bắc Ninh,Kế toán / Hành chính,health,retired,3326771,Bắc Ninh,north,False,False,100,A
worker_0194,40,female,primary,divorced,bằng lái|lái xe|vận chuyển|salary_range,19,Buôn Ma Thuột,Lái xe,health,employed,10801587,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0195,49,male,university,married,bằng lái|lái xe|vận chuyển|salary_range,22,TP. Hồ Chí Minh,Lái xe,family|location,retired,6864915,Hồ Chí Minh,south_east,False,False,100,A
worker_0196,58,other,primary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Bình Dương,Nhân viên bán hàng,health|location,self-employed,14487414,Bình Dương,south_east,False,False,100,A
worker_0197,62,other,university,married,barista|pha chế|đồ uống|salary_range,30,TP. Hồ Chí Minh,Pha chế,techGap,self-employed,11533668,Hồ Chí Minh,south_east,False,False,100,A
worker_0198,48,other,primary,single,bằng lái|lái xe|vận chuyển|salary_range,20,Cần Thơ,Lái xe,health|family,unemployed,0,Cần Thơ,mekong,False,False,100,A
worker_0199,63,female,college,single,an ninh|bảo vệ|tuần tra|salary_range,30,Hà Nội,Bảo vệ,,self-employed,8428357,Hà Nội,north,False,False,100,A
worker_0200,42,male,primary,divorced,công trình|xây dựng|xây tô|salary_range,14,Hà Nội,Lao động xây dựng,other|family|health,unemployed,0,Hà Nội,north,False,False,100,A
worker_0201,41,other,university,single,an ninh|bảo vệ|tuần tra|salary_range,15,Nha Trang,Bảo vệ,health,retired,12156078,Nha Trang,central,False,False,100,A
worker_0202,55,female,primary,married,hành chính|kế toán|văn phòng|salary_range,27,Thanh Hóa,Kế toán / Hành chính,,employed,12371041,Thanh Hóa,north,False,False,100,A
worker_0203,52,female,primary,married,an ninh|bảo vệ|tuần tra|salary_range,24,Đà Nẵng,Bảo vệ,health|techGap,retired,13393430,Đà Nẵng,central,False,False,100,A
worker_0204,65,male,upper_secondary,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,30,Vũng Tàu,Giúp việc / Dịch vụ,health|other,unemployed,0,Vũng Tàu,south_east,False,False,100,A
worker_0205,48,female,college,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,20,Thanh Hóa,Nhân viên bán hàng,techGap,employed,5552968,Thanh Hóa,north,False,False,100,A
worker_0206,50,male,primary,single,dọn dẹp|giặt là|nấu ăn|salary_range,27,Bắc Ninh,Giúp việc / Dịch vụ,techGap|location,retired,6133269,Bắc Ninh,north,False,False,100,A
worker_0207,62,other,university,single,hành chính|kế toán|văn phòng|salary_range,30,Nam Định,Kế toán / Hành chính,health,self-employed,14970823,Nam Định,north,False,False,100,A
worker_0208,61,other,university,single,barista|pha chế|đồ uống|salary_range,30,Vĩnh Phúc,Pha chế,,self-employed,13205547,Vĩnh Phúc,north,False,False,100,A
worker_0209,65,other,college,single,bằng lái|lái xe|vận chuyển|salary_range,30,Thái Nguyên,Lái xe,location,employed,13049406,Thái Nguyên,north,False,False,100,A
worker_0210,38,other,upper_secondary,married,bằng lái|lái xe|vận chuyển|salary_range,18,TP. Hồ Chí Minh,Lái xe,techGap|location|health,retired,12050212,Hồ Chí Minh,south_east,False,False,100,A
worker_0211,45,other,university,married,barista|pha chế|đồ uống|salary_range,23,Bắc Ninh,Pha chế,family,unemployed,0,Bắc Ninh,north,False,False,100,A
worker_0212,65,male,university,widowed,barista|pha chế|đồ uống|salary_range,30,Hải Dương,Pha chế,,employed,14945407,Hải Dương,north,False,False,100,A
worker_0213,44,female,upper_secondary,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,23,Nha Trang,Nhân viên kho vận,family,unemployed,0,Nha Trang,central,False,False,100,A
worker_0214,56,other,upper_secondary,married,hành chính|kế toán|văn phòng|salary_range,30,Vũng Tàu,Kế toán / Hành chính,techGap|health|family,retired,7459248,Vũng Tàu,south_east,False,False,100,A
worker_0215,57,female,primary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Thanh Hóa,Nông dân / Nông nghiệp,location|techGap|family,unemployed,0,Thanh Hóa,north,False,False,100,A
worker_0216,58,female,primary,divorced,sửa chữa|tay nghề|thợ|salary_range,30,Đà Lạt,Thợ lành nghề,family,retired,5073442,Đà Lạt,central_highlands,False,False,100,A
worker_0217,44,female,upper_secondary,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,14,Vinhy,Nông dân / Nông nghiệp,,unemployed,0,Vinh,north,False,False,100,A
worker_0218,37,male,primary,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,15,TP. Hồ Chí Minh,Nhân viên kho vận,techGap,unemployed,0,Hồ Chí Minh,south_east,False,False,100,A
worker_0219,47,male,university,married,lắp ráp|sản xuất|vận hành máy|salary_range,27,Qui Nhơn,Công nhân sản xuất,location|family|health,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0220,61,male,upper_secondary,widowed,chào hỏi|order|phục vụ|salary_range,30,Buôn Ma Thuột,Nhân viên phục vụ,location,employed,14021201,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0221,51,male,upper_secondary,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Biên Hòa,Nhân viên kho vận,,retired,8841512,Biên Hòa,south_east,False,False,100,A
worker_0222,54,male,primary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,25,Hải Dương,Nhân viên bán hàng,techGap,self-employed,4101234,Hải Dương,north,False,False,100,A
worker_0223,35,other,university,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,14,TP. Hồ Chí Minh,Nhân viên bán hàng,other|family|location,retired,3296992,Hồ Chí Minh,south_east,False,False,100,A
worker_0224,54,female,primary,widowed,hành chính|kế toán|văn phòng|salary_range,27,Hải Phòng,Kế toán / Hành chính,family|location|techGap,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0225,60,female,upper_secondary,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Nha Trang,Nhân viên bán hàng,location|other|techGap,unemployed,0,Nha Trang,central,False,False,100,A
worker_0226,53,other,college,divorced,sửa chữa|tay nghề|thợ|salary_range,23,Cần Thơ,Thợ lành nghề,health,self-employed,10665735,Cần Thơ,mekong,False,False,100,A
worker_0227,41,female,college,single,lắp ráp|sản xuất|vận hành máy|salary_range,13,Buôn Ma Thuột,Công nhân sản xuất,,retired,7799195,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0228,59,other,university,widowed,sửa chữa|tay nghề|thợ|salary_range,30,Vũng Tàu,Thợ lành nghề,other,employed,11761505,Vũng Tàu,south_east,False,False,100,A
worker_0229,36,other,university,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,10,Thái Nguyên,Nhân viên kho vận,health|other|location,retired,14091926,Thái Nguyên,north,False,False,100,A
worker_0230,52,female,primary,single,công trình|xây dựng|xây tô|salary_range,25,Thái Nguyên,Lao động xây dựng,location|family,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0231,43,other,college,divorced,bằng lái|lái xe|vận chuyển|salary_range,22,Bắc Ninh,Lái xe,techGap|health|family,employed,14874235,Bắc Ninh,north,False,False,100,A
worker_0232,61,other,upper_secondary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,30,Thái Nguyên,Công nhân sản xuất,other|health,retired,9322394,Thái Nguyên,north,False,False,100,A
worker_0233,50,male,primary,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,20,Đà Nẵng,Giúp việc / Dịch vụ,health|other,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0234,43,other,college,divorced,barista|pha chế|đồ uống|salary_range,17,Nam Định,Pha chế,health,retired,7336021,Nam Định,north,False,False,100,A
worker_0235,65,male,primary,widowed,hành chính|kế toán|văn phòng|salary_range,30,Biên Hòa,Kế toán / Hành chính,location|health|family,employed,3791761,Biên Hòa,south_east,False,False,100,A
worker_0236,38,female,primary,single,bằng lái|lái xe|vận chuyển|salary_range,11,Huế,Lái xe,other|location,self-employed,6662859,Huế,central,False,False,100,A
